country,food_category,consumption,co2_emmission,category
Cuba,Wheat and Wheat Products,54.620000000000005,10.42,Non-Animal Products
Cuba,Rice,67.7,86.64,Non-Animal Products
Cuba,Soybeans,6.34,2.85,Non-Animal Products
Cuba,Nuts inc. Peanut Butter,0.23,0.41,Non-Animal Products
China,Pork,38.43,136.02,Animal Products
China,Poultry,13.2,14.18,Animal Products
China,Beef,5.119999999999999,157.99,Animal Products
China,Lamb & Goat,3.13,109.61,Animal Products
China,Fish,21.01,33.55,Animal Products
China,Eggs,18.76,17.23,Animal Products
China,Milk - inc. cheese,32.660000000000004,46.52,Animal Products
China,Wheat and Wheat Products,63.36,12.08,Non-Animal Products
China,Rice,78.17999999999999,100.05,Non-Animal Products
China,Soybeans,3.66,1.65,Non-Animal Products
China,Nuts inc. Peanut Butter,6.39,11.31,Non-Animal Products
Honduras,Pork,6.48,22.94,Animal Products
Honduras,Poultry,20.29,21.8,Animal Products
Honduras,Beef,7.19,221.87,Animal Products
Honduras,Lamb & Goat,0.04,1.4,Animal Products
Honduras,Fish,2.7,4.31,Animal Products
Honduras,Eggs,5.19,4.7700000000000005,Animal Products
Honduras,Milk - inc. cheese,91.33,130.09,Animal Products
Honduras,Wheat and Wheat Products,37.36,7.119999999999999,Non-Animal Products
Honduras,Rice,14.42,18.45,Non-Animal Products
Honduras,Soybeans,0.01,0.0,Non-Animal Products
Honduras,Nuts inc. Peanut Butter,0.75,1.33,Non-Animal Products
Taiwan. ROC,Pork,39.37,139.35000000000002,Animal Products
Taiwan. ROC,Poultry,32.13,34.51,Animal Products
Taiwan. ROC,Beef,5.21,160.76999999999998,Animal Products
Taiwan. ROC,Lamb & Goat,0.92,32.220000000000006,Animal Products
Taiwan. ROC,Fish,18.29,29.2,Animal Products
Taiwan. ROC,Eggs,13.08,12.02,Animal Products
Taiwan. ROC,Milk - inc. cheese,41.720000000000006,59.43,Animal Products
Taiwan. ROC,Wheat and Wheat Products,50.92,9.71,Non-Animal Products
Taiwan. ROC,Rice,45.85,58.67,Non-Animal Products
Taiwan. ROC,Soybeans,16.95,7.63,Non-Animal Products
Taiwan. ROC,Nuts inc. Peanut Butter,9.06,16.04,Non-Animal Products
Angola,Pork,8.89,31.47,Animal Products
Angola,Poultry,17.330000000000002,18.62,Animal Products
Angola,Beef,8.42,259.82,Animal Products
Angola,Lamb & Goat,1.08,37.82,Animal Products
Angola,Fish,15.239999999999998,24.33,Animal Products
Angola,Eggs,1.11,1.02,Animal Products
Angola,Milk - inc. cheese,12.3,17.52,Animal Products
Angola,Wheat and Wheat Products,40.720000000000006,7.77,Non-Animal Products
Angola,Rice,8.12,10.39,Non-Animal Products
Angola,Soybeans,0.52,0.23,Non-Animal Products
Angola,Nuts inc. Peanut Butter,2.26,4.0,Non-Animal Products
Jamaica,Pork,3.99,14.12,Animal Products
Jamaica,Poultry,52.51,56.41,Animal Products
Jamaica,Beef,3.97,122.51,Animal Products
Jamaica,Lamb & Goat,1.26,44.13,Animal Products
Jamaica,Fish,21.95,35.05,Animal Products
Jamaica,Eggs,2.27,2.09,Animal Products
Jamaica,Milk - inc. cheese,91.13,129.81,Animal Products
Jamaica,Wheat and Wheat Products,70.66999999999999,13.48,Non-Animal Products
Jamaica,Rice,23.45,30.01,Non-Animal Products
Jamaica,Soybeans,0.0,0.0,Non-Animal Products
Jamaica,Nuts inc. Peanut Butter,1.82,3.22,Non-Animal Products
Namibia,Pork,4.21,14.9,Animal Products
Namibia,Poultry,12.19,13.09,Animal Products
Namibia,Beef,3.75,115.72,Animal Products
Namibia,Lamb & Goat,2.27,79.5,Animal Products
Namibia,Fish,10.7,17.08,Animal Products
Namibia,Eggs,1.63,1.5,Animal Products
Namibia,Milk - inc. cheese,73.05,104.05,Animal Products
Namibia,Wheat and Wheat Products,36.260000000000005,6.91,Non-Animal Products
Namibia,Rice,6.31,8.07,Non-Animal Products
Namibia,Soybeans,0.07,0.03,Non-Animal Products
Namibia,Nuts inc. Peanut Butter,0.71,1.26,Non-Animal Products
Belize,Pork,16.8,59.46,Animal Products
Belize,Poultry,28.31,30.41,Animal Products
Belize,Beef,4.859999999999999,149.97,Animal Products
Belize,Lamb & Goat,0.14,4.9,Animal Products
Belize,Fish,7.57,12.09,Animal Products
Belize,Eggs,4.85,4.46,Animal Products
Belize,Milk - inc. cheese,80.3,114.38,Animal Products
Belize,Wheat and Wheat Products,54.06,10.31,Non-Animal Products
Belize,Rice,28.42,36.37,Non-Animal Products
Belize,Soybeans,1.88,0.8500000000000001,Non-Animal Products
Belize,Nuts inc. Peanut Butter,5.58,9.88,Non-Animal Products
Malaysia,Pork,7.76,27.47,Animal Products
Malaysia,Poultry,41.01,44.05,Animal Products
Malaysia,Beef,6.52,201.19,Animal Products
Malaysia,Lamb & Goat,0.94,32.92,Animal Products
Malaysia,Fish,49.43,78.92,Animal Products
Malaysia,Eggs,16.57,15.22,Animal Products
Malaysia,Milk - inc. cheese,25.28,36.01,Animal Products
Malaysia,Wheat and Wheat Products,51.04,9.73,Non-Animal Products
Malaysia,Rice,81.25,103.98,Non-Animal Products
Malaysia,Soybeans,0.04,0.02,Non-Animal Products
Malaysia,Nuts inc. Peanut Butter,2.9,5.13,Non-Animal Products
Zimbabwe,Pork,2.65,9.38,Animal Products
Zimbabwe,Poultry,4.970000000000001,5.34,Animal Products
Zimbabwe,Beef,7.37,227.42,Animal Products
Zimbabwe,Lamb & Goat,0.96,33.620000000000005,Animal Products
Zimbabwe,Fish,2.8,4.470000000000001,Animal Products
Zimbabwe,Eggs,1.75,1.61,Animal Products
Zimbabwe,Milk - inc. cheese,31.9,45.44,Animal Products
Zimbabwe,Wheat and Wheat Products,31.31,5.970000000000001,Non-Animal Products
Zimbabwe,Rice,10.09,12.91,Non-Animal Products
Zimbabwe,Soybeans,0.54,0.24,Non-Animal Products
Zimbabwe,Nuts inc. Peanut Butter,2.22,3.93,Non-Animal Products
Guatemala,Pork,4.85,17.17,Animal Products
Guatemala,Poultry,16.45,17.67,Animal Products
Guatemala,Beef,5.6,172.8,Animal Products
Guatemala,Lamb & Goat,0.23,8.05,Animal Products
Guatemala,Fish,1.08,1.72,Animal Products
Guatemala,Eggs,14.61,13.42,Animal Products
Guatemala,Milk - inc. cheese,46.6,66.38,Animal Products
Guatemala,Wheat and Wheat Products,35.9,6.85,Non-Animal Products
Guatemala,Rice,5.659999999999999,7.24,Non-Animal Products
Guatemala,Soybeans,0.32,0.14,Non-Animal Products
Guatemala,Nuts inc. Peanut Butter,2.0,3.54,Non-Animal Products
Uganda,Pork,3.37,11.93,Animal Products
Uganda,Poultry,1.51,1.62,Animal Products
Uganda,Beef,5.15,158.92000000000002,Animal Products
Uganda,Lamb & Goat,1.25,43.77,Animal Products
Uganda,Fish,12.5,19.96,Animal Products
Uganda,Eggs,0.97,0.89,Animal Products
Uganda,Milk - inc. cheese,37.27,53.09,Animal Products
Uganda,Wheat and Wheat Products,10.14,1.93,Non-Animal Products
Uganda,Rice,4.64,5.94,Non-Animal Products
Uganda,Soybeans,0.01,0.0,Non-Animal Products
Uganda,Nuts inc. Peanut Butter,3.77,6.67,Non-Animal Products
Nepal,Pork,0.6699999999999999,2.37,Animal Products
Nepal,Poultry,1.56,1.6800000000000002,Animal Products
Nepal,Beef,7.89,243.47,Animal Products
Nepal,Lamb & Goat,2.1,73.54,Animal Products
Nepal,Fish,2.17,3.46,Animal Products
Nepal,Eggs,1.42,1.3,Animal Products
Nepal,Milk - inc. cheese,52.1,74.21000000000001,Animal Products
Nepal,Wheat and Wheat Products,50.46,9.62,Non-Animal Products
Nepal,Rice,87.75,112.29,Non-Animal Products
Nepal,Soybeans,0.01,0.0,Non-Animal Products
Nepal,Nuts inc. Peanut Butter,2.42,4.28,Non-Animal Products
Iran,Pork,0.0,0.0,Animal Products
Iran,Poultry,25.38,27.26,Animal Products
Iran,Beef,3.58,110.47,Animal Products
Iran,Lamb & Goat,3.69,129.22,Animal Products
Iran,Fish,9.8,15.65,Animal Products
Iran,Eggs,7.7,7.07,Animal Products
Iran,Milk - inc. cheese,46.690000000000005,66.51,Animal Products
Iran,Wheat and Wheat Products,153.31,29.24,Non-Animal Products
Iran,Rice,29.95,38.33,Non-Animal Products
Iran,Soybeans,0.0,0.0,Non-Animal Products
Iran,Nuts inc. Peanut Butter,12.16,21.52,Non-Animal Products
Tanzania,Pork,0.32,1.13,Animal Products
Tanzania,Poultry,1.84,1.98,Animal Products
Tanzania,Beef,6.09,187.92,Animal Products
Tanzania,Lamb & Goat,1.28,44.83,Animal Products
Tanzania,Fish,5.5,8.78,Animal Products
Tanzania,Eggs,0.58,0.53,Animal Products
Tanzania,Milk - inc. cheese,40.290000000000006,57.39,Animal Products
Tanzania,Wheat and Wheat Products,15.94,3.04,Non-Animal Products
Tanzania,Rice,21.01,26.89,Non-Animal Products
Tanzania,Soybeans,0.04,0.02,Non-Animal Products
Tanzania,Nuts inc. Peanut Butter,5.94,10.51,Non-Animal Products
Senegal,Pork,0.94,3.33,Animal Products
Senegal,Poultry,4.619999999999999,4.96,Animal Products
Senegal,Beef,5.85,180.52,Animal Products
Senegal,Lamb & Goat,3.19,111.71,Animal Products
Senegal,Fish,22.94,36.63,Animal Products
Senegal,Eggs,1.63,1.5,Animal Products
Senegal,Milk - inc. cheese,16.86,24.02,Animal Products
Senegal,Wheat and Wheat Products,37.32,7.119999999999999,Non-Animal Products
Senegal,Rice,72.29,92.51,Non-Animal Products
Senegal,Soybeans,0.0,0.0,Non-Animal Products
Senegal,Nuts inc. Peanut Butter,4.03,7.13,Non-Animal Products
Peru,Pork,3.85,13.63,Animal Products
Peru,Poultry,11.72,12.59,Animal Products
Peru,Beef,4.69,144.72,Animal Products
Peru,Lamb & Goat,1.0,35.02,Animal Products
Peru,Fish,15.739999999999998,25.130000000000003,Animal Products
Peru,Eggs,8.76,8.05,Animal Products
Peru,Milk - inc. cheese,62.15,88.53,Animal Products
Peru,Wheat and Wheat Products,56.120000000000005,10.7,Non-Animal Products
Peru,Rice,48.92,62.6,Non-Animal Products
Peru,Soybeans,1.59,0.72,Non-Animal Products
Peru,Nuts inc. Peanut Butter,0.65,1.15,Non-Animal Products
Nicaragua,Pork,3.38,11.96,Animal Products
Nicaragua,Poultry,21.31,22.89,Animal Products
Nicaragua,Beef,4.73,145.96,Animal Products
Nicaragua,Lamb & Goat,0.01,0.35,Animal Products
Nicaragua,Fish,3.59,5.73,Animal Products
Nicaragua,Eggs,4.9,4.5,Animal Products
Nicaragua,Milk - inc. cheese,85.16,121.3,Animal Products
Nicaragua,Wheat and Wheat Products,28.17,5.37,Non-Animal Products
Nicaragua,Rice,43.33,55.45,Non-Animal Products
Nicaragua,Soybeans,0.01,0.0,Non-Animal Products
Nicaragua,Nuts inc. Peanut Butter,2.36,4.18,Non-Animal Products
Vietnam,Pork,35.0,123.88,Animal Products
Vietnam,Poultry,12.36,13.28,Animal Products
Vietnam,Beef,7.44,229.58,Animal Products
Vietnam,Lamb & Goat,0.14,4.9,Animal Products
Vietnam,Fish,26.52,42.34,Animal Products
Vietnam,Eggs,3.84,3.53,Animal Products
Vietnam,Milk - inc. cheese,16.36,23.3,Animal Products
Vietnam,Wheat and Wheat Products,10.49,2.0,Non-Animal Products
Vietnam,Rice,144.56,184.99,Non-Animal Products
Vietnam,Soybeans,5.75,2.59,Non-Animal Products
Vietnam,Nuts inc. Peanut Butter,6.28,11.12,Non-Animal Products
Ethiopia,Pork,0.02,0.07,Animal Products
Ethiopia,Poultry,0.6599999999999999,0.71,Animal Products
Ethiopia,Beef,3.61,111.4,Animal Products
Ethiopia,Lamb & Goat,1.57,54.98,Animal Products
Ethiopia,Fish,0.24,0.38,Animal Products
Ethiopia,Eggs,0.36,0.3299999999999999,Animal Products
Ethiopia,Milk - inc. cheese,44.14,62.87,Animal Products
Ethiopia,Wheat and Wheat Products,31.26,5.96,Non-Animal Products
Ethiopia,Rice,2.25,2.88,Non-Animal Products
Ethiopia,Soybeans,0.45,0.2,Non-Animal Products
Ethiopia,Nuts inc. Peanut Butter,1.21,2.14,Non-Animal Products
Myanmar,Pork,11.31,40.03,Animal Products
Myanmar,Poultry,21.87,23.49,Animal Products
Myanmar,Beef,4.94,152.44,Animal Products
Myanmar,Lamb & Goat,0.89,31.17,Animal Products
Myanmar,Fish,54.260000000000005,86.64,Animal Products
Myanmar,Eggs,6.45,5.92,Animal Products
Myanmar,Milk - inc. cheese,31.48,44.84,Animal Products
Myanmar,Wheat and Wheat Products,6.22,1.1900000000000002,Non-Animal Products
Myanmar,Rice,132.8,169.94,Non-Animal Products
Myanmar,Soybeans,0.38,0.17,Non-Animal Products
Myanmar,Nuts inc. Peanut Butter,4.5,7.970000000000001,Non-Animal Products
Congo,Pork,2.39,8.46,Animal Products
Congo,Poultry,13.02,13.99,Animal Products
Congo,Beef,4.35,134.23,Animal Products
Congo,Lamb & Goat,0.4,14.01,Animal Products
Congo,Fish,26.22,41.86,Animal Products
Congo,Eggs,0.6,0.55,Animal Products
Congo,Milk - inc. cheese,10.69,15.23,Animal Products
Congo,Wheat and Wheat Products,40.07,7.64,Non-Animal Products
Congo,Rice,16.51,21.130000000000003,Non-Animal Products
Congo,Soybeans,0.0,0.0,Non-Animal Products
Congo,Nuts inc. Peanut Butter,3.08,5.45,Non-Animal Products
Zambia,Pork,1.66,5.88,Animal Products
Zambia,Poultry,3.29,3.53,Animal Products
Zambia,Beef,4.76,146.88000000000002,Animal Products
Zambia,Lamb & Goat,0.6799999999999999,23.81,Animal Products
Zambia,Fish,6.2,9.9,Animal Products
Zambia,Eggs,3.32,3.05,Animal Products
Zambia,Milk - inc. cheese,9.71,13.83,Animal Products
Zambia,Wheat and Wheat Products,12.1,2.31,Non-Animal Products
Zambia,Rice,3.05,3.9,Non-Animal Products
Zambia,Soybeans,7.3,3.29,Non-Animal Products
Zambia,Nuts inc. Peanut Butter,5.04,8.92,Non-Animal Products
Cameroon,Pork,1.47,5.2,Animal Products
Cameroon,Poultry,3.29,3.53,Animal Products
Cameroon,Beef,4.17,128.68,Animal Products
Cameroon,Lamb & Goat,1.4,49.03,Animal Products
Cameroon,Fish,14.71,23.49,Animal Products
Cameroon,Eggs,0.4,0.37,Animal Products
Cameroon,Milk - inc. cheese,15.27,21.75,Animal Products
Cameroon,Wheat and Wheat Products,22.6,4.31,Non-Animal Products
Cameroon,Rice,23.85,30.52,Non-Animal Products
Cameroon,Soybeans,0.64,0.29,Non-Animal Products
Cameroon,Nuts inc. Peanut Butter,9.29,16.439999999999998,Non-Animal Products
Madagascar,Pork,2.56,9.06,Animal Products
Madagascar,Poultry,3.14,3.37,Animal Products
Madagascar,Beef,7.51,231.74,Animal Products
Madagascar,Lamb & Goat,0.5700000000000001,19.96,Animal Products
Madagascar,Fish,4.41,7.04,Animal Products
Madagascar,Eggs,0.71,0.65,Animal Products
Madagascar,Milk - inc. cheese,24.84,35.379999999999995,Animal Products
Madagascar,Wheat and Wheat Products,9.01,1.72,Non-Animal Products
Madagascar,Rice,102.53,131.20999999999998,Non-Animal Products
Madagascar,Soybeans,0.0,0.0,Non-Animal Products
Madagascar,Nuts inc. Peanut Butter,0.35,0.62,Non-Animal Products
Malawi,Pork,5.45,19.29,Animal Products
Malawi,Poultry,1.38,1.48,Animal Products
Malawi,Beef,2.35,72.52,Animal Products
Malawi,Lamb & Goat,2.07,72.49000000000001,Animal Products
Malawi,Fish,7.33,11.7,Animal Products
Malawi,Eggs,1.08,0.99,Animal Products
Malawi,Milk - inc. cheese,7.98,11.37,Animal Products
Malawi,Wheat and Wheat Products,11.77,2.24,Non-Animal Products
Malawi,Rice,4.75,6.08,Non-Animal Products
Malawi,Soybeans,1.76,0.7899999999999999,Non-Animal Products
Malawi,Nuts inc. Peanut Butter,5.08,8.99,Non-Animal Products
Guinea,Pork,0.16,0.5700000000000001,Animal Products
Guinea,Poultry,1.83,1.97,Animal Products
Guinea,Beef,6.26,193.17,Animal Products
Guinea,Lamb & Goat,1.6,56.03,Animal Products
Guinea,Fish,9.18,14.66,Animal Products
Guinea,Eggs,1.95,1.79,Animal Products
Guinea,Milk - inc. cheese,20.62,29.37,Animal Products
Guinea,Wheat and Wheat Products,18.55,3.54,Non-Animal Products
Guinea,Rice,97.12,124.28,Non-Animal Products
Guinea,Soybeans,0.0,0.0,Non-Animal Products
Guinea,Nuts inc. Peanut Butter,4.14,7.33,Non-Animal Products
Nigeria,Pork,1.47,5.2,Animal Products
Nigeria,Poultry,1.73,1.86,Animal Products
Nigeria,Beef,2.33,71.9,Animal Products
Nigeria,Lamb & Goat,2.72,95.25,Animal Products
Nigeria,Fish,16.03,25.59,Animal Products
Nigeria,Eggs,3.46,3.18,Animal Products
Nigeria,Milk - inc. cheese,7.91,11.27,Animal Products
Nigeria,Wheat and Wheat Products,20.82,3.97,Non-Animal Products
Nigeria,Rice,28.23,36.13,Non-Animal Products
Nigeria,Soybeans,2.6,1.1700000000000002,Non-Animal Products
Nigeria,Nuts inc. Peanut Butter,6.930000000000001,12.27,Non-Animal Products
Rwanda,Pork,0.76,2.69,Animal Products
Rwanda,Poultry,1.34,1.44,Animal Products
Rwanda,Beef,2.53,78.07,Animal Products
Rwanda,Lamb & Goat,1.93,67.59,Animal Products
Rwanda,Fish,3.88,6.2,Animal Products
Rwanda,Eggs,0.16,0.15,Animal Products
Rwanda,Milk - inc. cheese,7.23,10.3,Animal Products
Rwanda,Wheat and Wheat Products,11.34,2.16,Non-Animal Products
Rwanda,Rice,8.7,11.13,Non-Animal Products
Rwanda,Soybeans,1.93,0.8700000000000001,Non-Animal Products
Rwanda,Nuts inc. Peanut Butter,0.58,1.03,Non-Animal Products
Philippines,Pork,18.4,65.13,Animal Products
Philippines,Poultry,11.91,12.79,Animal Products
Philippines,Beef,4.06,125.28,Animal Products
Philippines,Lamb & Goat,0.56,19.610000000000003,Animal Products
Philippines,Fish,28.51,45.52,Animal Products
Philippines,Eggs,4.02,3.69,Animal Products
Philippines,Milk - inc. cheese,15.66,22.31,Animal Products
Philippines,Wheat and Wheat Products,23.12,4.41,Non-Animal Products
Philippines,Rice,119.44,152.85000000000002,Non-Animal Products
Philippines,Soybeans,0.03,0.01,Non-Animal Products
Philippines,Nuts inc. Peanut Butter,2.08,3.68,Non-Animal Products
Ghana,Pork,1.36,4.81,Animal Products
Ghana,Poultry,8.629999999999999,9.27,Animal Products
Ghana,Beef,1.09,33.64,Animal Products
Ghana,Lamb & Goat,1.74,60.93,Animal Products
Ghana,Fish,26.05,41.59,Animal Products
Ghana,Eggs,1.21,1.11,Animal Products
Ghana,Milk - inc. cheese,9.08,12.93,Animal Products
Ghana,Wheat and Wheat Products,14.45,2.76,Non-Animal Products
Ghana,Rice,32.03,40.99,Non-Animal Products
Ghana,Soybeans,0.01,0.0,Non-Animal Products
Ghana,Nuts inc. Peanut Butter,5.56,9.84,Non-Animal Products
Togo,Pork,1.57,5.56,Animal Products
Togo,Poultry,6.63,7.119999999999999,Animal Products
Togo,Beef,1.53,47.21,Animal Products
Togo,Lamb & Goat,1.58,55.33,Animal Products
Togo,Fish,11.69,18.67,Animal Products
Togo,Eggs,0.8600000000000001,0.7899999999999999,Animal Products
Togo,Milk - inc. cheese,7.96,11.34,Animal Products
Togo,Wheat and Wheat Products,12.91,2.46,Non-Animal Products
Togo,Rice,25.99,33.260000000000005,Non-Animal Products
Togo,Soybeans,0.01,0.0,Non-Animal Products
Togo,Nuts inc. Peanut Butter,3.59,6.35,Non-Animal Products
Gambia,Pork,0.18,0.64,Animal Products
Gambia,Poultry,2.66,2.86,Animal Products
Gambia,Beef,2.16,66.64999999999999,Animal Products
Gambia,Lamb & Goat,0.71,24.86,Animal Products
Gambia,Fish,23.130000000000003,36.93,Animal Products
Gambia,Eggs,0.99,0.91,Animal Products
Gambia,Milk - inc. cheese,45.71,65.11,Animal Products
Gambia,Wheat and Wheat Products,37.91,7.23,Non-Animal Products
Gambia,Rice,61.84,79.14,Non-Animal Products
Gambia,Soybeans,0.0,0.0,Non-Animal Products
Gambia,Nuts inc. Peanut Butter,5.2700000000000005,9.33,Non-Animal Products
India,Pork,0.28,0.99,Animal Products
India,Poultry,1.88,2.02,Animal Products
India,Beef,0.81,24.99,Animal Products
India,Lamb & Goat,0.58,20.31,Animal Products
India,Fish,4.71,7.52,Animal Products
India,Eggs,2.58,2.37,Animal Products
India,Milk - inc. cheese,84.5,120.36,Animal Products
India,Wheat and Wheat Products,60.56,11.55,Non-Animal Products
India,Rice,69.49000000000001,88.93,Non-Animal Products
India,Soybeans,0.39,0.18,Non-Animal Products
India,Nuts inc. Peanut Butter,1.92,3.4,Non-Animal Products
Thailand,Pork,13.0,46.01,Animal Products
Thailand,Poultry,13.69,14.71,Animal Products
Thailand,Beef,2.56,79.0,Animal Products
Thailand,Lamb & Goat,0.05,1.75,Animal Products
Thailand,Fish,19.45,31.06,Animal Products
Thailand,Eggs,12.35,11.34,Animal Products
Thailand,Milk - inc. cheese,29.35,41.81,Animal Products
Thailand,Wheat and Wheat Products,10.93,2.08,Non-Animal Products
Thailand,Rice,114.57,146.62,Non-Animal Products
Thailand,Soybeans,2.13,0.96,Non-Animal Products
Thailand,Nuts inc. Peanut Butter,1.5,2.66,Non-Animal Products
Mozambique,Pork,5.13,18.16,Animal Products
Mozambique,Poultry,1.41,1.51,Animal Products
Mozambique,Beef,1.04,32.09,Animal Products
Mozambique,Lamb & Goat,0.9,31.52,Animal Products
Mozambique,Fish,7.74,12.36,Animal Products
Mozambique,Eggs,1.7,1.56,Animal Products
Mozambique,Milk - inc. cheese,4.79,6.819999999999999,Animal Products
Mozambique,Wheat and Wheat Products,14.65,2.79,Non-Animal Products
Mozambique,Rice,23.41,29.96,Non-Animal Products
Mozambique,Soybeans,0.03,0.01,Non-Animal Products
Mozambique,Nuts inc. Peanut Butter,2.61,4.619999999999999,Non-Animal Products
Cambodia,Pork,6.52,23.08,Animal Products
Cambodia,Poultry,1.84,1.98,Animal Products
Cambodia,Beef,4.85,149.66,Animal Products
Cambodia,Lamb & Goat,0.0,0.0,Animal Products
Cambodia,Fish,39.59,63.21,Animal Products
Cambodia,Eggs,1.37,1.26,Animal Products
Cambodia,Milk - inc. cheese,3.47,4.94,Animal Products
Cambodia,Wheat and Wheat Products,2.74,0.52,Non-Animal Products
Cambodia,Rice,159.1,203.6,Non-Animal Products
Cambodia,Soybeans,4.33,1.95,Non-Animal Products
Cambodia,Nuts inc. Peanut Butter,1.25,2.21,Non-Animal Products
Sierra Leone,Pork,1.22,4.319999999999999,Animal Products
Sierra Leone,Poultry,4.970000000000001,5.34,Animal Products
Sierra Leone,Beef,1.99,61.41,Animal Products
Sierra Leone,Lamb & Goat,0.65,22.76,Animal Products
Sierra Leone,Fish,32.03,51.14,Animal Products
Sierra Leone,Eggs,1.92,1.76,Animal Products
Sierra Leone,Milk - inc. cheese,7.0,9.97,Animal Products
Sierra Leone,Wheat and Wheat Products,8.719999999999999,1.66,Non-Animal Products
Sierra Leone,Rice,103.3,132.19,Non-Animal Products
Sierra Leone,Soybeans,0.0,0.0,Non-Animal Products
Sierra Leone,Nuts inc. Peanut Butter,5.57,9.86,Non-Animal Products
Sri Lanka,Pork,0.05,0.18,Animal Products
Sri Lanka,Poultry,4.96,5.33,Animal Products
Sri Lanka,Beef,1.38,42.58,Animal Products
Sri Lanka,Lamb & Goat,0.09,3.15,Animal Products
Sri Lanka,Fish,24.92,39.790000000000006,Animal Products
Sri Lanka,Eggs,4.57,4.2,Animal Products
Sri Lanka,Milk - inc. cheese,34.98,49.83,Animal Products
Sri Lanka,Wheat and Wheat Products,37.01,7.06,Non-Animal Products
Sri Lanka,Rice,109.72,140.41,Non-Animal Products
Sri Lanka,Soybeans,0.0,0.0,Non-Animal Products
Sri Lanka,Nuts inc. Peanut Butter,1.09,1.93,Non-Animal Products
Indonesia,Pork,2.98,10.55,Animal Products
Indonesia,Poultry,7.5,8.06,Animal Products
Indonesia,Beef,2.59,79.92,Animal Products
Indonesia,Lamb & Goat,0.46,16.110000000000003,Animal Products
Indonesia,Fish,25.65,40.95,Animal Products
Indonesia,Eggs,4.88,4.48,Animal Products
Indonesia,Milk - inc. cheese,14.82,21.110000000000003,Animal Products
Indonesia,Wheat and Wheat Products,25.45,4.85,Non-Animal Products
Indonesia,Rice,134.62,172.26999999999998,Non-Animal Products
Indonesia,Soybeans,1.12,0.5,Non-Animal Products
Indonesia,Nuts inc. Peanut Butter,4.92,8.709999999999999,Non-Animal Products
Liberia,Pork,4.01,14.19,Animal Products
Liberia,Poultry,8.91,9.57,Animal Products
Liberia,Beef,0.7799999999999999,24.07,Animal Products
Liberia,Lamb & Goat,0.48,16.810000000000002,Animal Products
Liberia,Fish,4.13,6.59,Animal Products
Liberia,Eggs,2.05,1.88,Animal Products
Liberia,Milk - inc. cheese,3.04,4.33,Animal Products
Liberia,Wheat and Wheat Products,10.95,2.09,Non-Animal Products
Liberia,Rice,94.75,121.25,Non-Animal Products
Liberia,Soybeans,0.63,0.28,Non-Animal Products
Liberia,Nuts inc. Peanut Butter,1.31,2.32,Non-Animal Products
Bangladesh,Pork,0.0,0.0,Animal Products
Bangladesh,Poultry,1.4,1.5,Animal Products
Bangladesh,Beef,1.28,39.5,Animal Products
Bangladesh,Lamb & Goat,1.33,46.58,Animal Products
Bangladesh,Fish,18.07,28.85,Animal Products
Bangladesh,Eggs,2.08,1.91,Animal Products
Bangladesh,Milk - inc. cheese,21.91,31.21,Animal Products
Bangladesh,Wheat and Wheat Products,17.47,3.33,Non-Animal Products
Bangladesh,Rice,171.73,219.76,Non-Animal Products
Bangladesh,Soybeans,0.61,0.27,Non-Animal Products
Bangladesh,Nuts inc. Peanut Butter,0.72,1.27,Non-Animal Products
