country,food_category,consumption,co2_emission,category,co2_emission_category,co2_emission_all,co2_emission_animal,co2_emission_non_animals,co2_emission_range
Lithuania,Rice,3.07,3.93,Non-Animal Products,30.9,868.9000000000001,838.0,30.9,500-1000
Lithuania,Soybeans,0.02,0.01,Non-Animal Products,30.9,868.9000000000001,838.0,30.9,500-1000
Lithuania,Nuts inc. Peanut Butter,2.13,3.77,Non-Animal Products,30.9,868.9000000000001,838.0,30.9,500-1000
Turkey,Pork,0.01,0.04,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Poultry,18.78,20.17,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Beef,11.64,359.19,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Lamb & Goat,4.68,163.89,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Fish,5.58,8.91,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Eggs,8.2,7.53,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Milk - inc. cheese,193.94,276.25,Animal Products,835.98,897.01,835.98,61.03,500-1000
Turkey,Wheat and Wheat Products,169.96,32.41,Non-Animal Products,61.03,897.01,835.98,61.03,500-1000
Turkey,Rice,10.739999999999998,13.739999999999998,Non-Animal Products,61.03,897.01,835.98,61.03,500-1000
Turkey,Soybeans,1.71,0.77,Non-Animal Products,61.03,897.01,835.98,61.03,500-1000
Turkey,Nuts inc. Peanut Butter,7.970000000000001,14.11,Non-Animal Products,61.03,897.01,835.98,61.03,500-1000
Estonia,Pork,29.68,105.05,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Poultry,21.110000000000003,22.68,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Beef,7.19,221.87,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Lamb & Goat,0.44,15.41,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Fish,12.78,20.41,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Eggs,12.66,11.63,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Milk - inc. cheese,284.85,405.74,Animal Products,802.79,830.72,802.79,27.93,500-1000
Estonia,Wheat and Wheat Products,89.36,17.04,Non-Animal Products,27.93,830.72,802.79,27.93,500-1000
Estonia,Rice,2.56,3.28,Non-Animal Products,27.93,830.72,802.79,27.93,500-1000
Estonia,Soybeans,0.04,0.02,Non-Animal Products,27.93,830.72,802.79,27.93,500-1000
Estonia,Nuts inc. Peanut Butter,4.29,7.59,Non-Animal Products,27.93,830.72,802.79,27.93,500-1000
Mexico,Pork,15.23,53.91,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Poultry,30.12,32.349999999999994,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Beef,15.33,473.05,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Lamb & Goat,0.89,31.17,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Fish,7.56,12.07,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Eggs,18.34,16.85,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Milk - inc. cheese,111.87,159.35000000000002,Animal Products,778.75,797.13,778.75,18.38,500-1000
Mexico,Wheat and Wheat Products,35.21,6.71,Non-Animal Products,18.38,797.13,778.75,18.38,500-1000
Mexico,Rice,5.64,7.22,Non-Animal Products,18.38,797.13,778.75,18.38,500-1000
Mexico,Soybeans,0.02,0.01,Non-Animal Products,18.38,797.13,778.75,18.38,500-1000
Mexico,Nuts inc. Peanut Butter,2.51,4.44,Non-Animal Products,18.38,797.13,778.75,18.38,500-1000
Costa Rica,Pork,10.28,36.39,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Poultry,24.47,26.29,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Beef,15.23,469.97,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Lamb & Goat,0.02,0.7,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Fish,11.32,18.07,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Eggs,10.55,9.69,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Milk - inc. cheese,183.28,261.06,Animal Products,822.1700000000001,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Wheat and Wheat Products,39.31,7.5,Non-Animal Products,69.1,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Rice,45.690000000000005,58.47,Non-Animal Products,69.1,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Soybeans,1.54,0.69,Non-Animal Products,69.1,891.27,822.1700000000001,69.1,500-1000
Costa Rica,Nuts inc. Peanut Butter,1.38,2.44,Non-Animal Products,69.1,891.27,822.1700000000001,69.1,500-1000
Bolivia,Pork,8.89,31.47,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Poultry,34.309999999999995,36.86,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Beef,19.78,610.37,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Lamb & Goat,1.72,60.23,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Fish,2.18,3.48,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Eggs,5.18,4.76,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Milk - inc. cheese,46.04,65.58,Animal Products,812.75,873.0300000000001,812.75,60.28,500-1000
Bolivia,Wheat and Wheat Products,49.99,9.53,Non-Animal Products,60.28,873.0300000000001,812.75,60.28,500-1000
Bolivia,Rice,26.99,34.54,Non-Animal Products,60.28,873.0300000000001,812.75,60.28,500-1000
Bolivia,Soybeans,0.01,0.0,Non-Animal Products,60.28,873.0300000000001,812.75,60.28,500-1000
Bolivia,Nuts inc. Peanut Butter,9.16,16.21,Non-Animal Products,60.28,873.0300000000001,812.75,60.28,500-1000
Ecuador,Pork,14.44,51.11,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Poultry,21.85,23.47,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Beef,16.610000000000003,512.55,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Lamb & Goat,0.44,15.41,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Fish,5.17,8.25,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Eggs,8.01,7.359999999999999,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Milk - inc. cheese,139.6,198.85,Animal Products,817.0,883.88,817.0,66.88,500-1000
Ecuador,Wheat and Wheat Products,39.190000000000005,7.470000000000001,Non-Animal Products,66.88,883.88,817.0,66.88,500-1000
Ecuador,Rice,45.07,57.68,Non-Animal Products,66.88,883.88,817.0,66.88,500-1000
Ecuador,Soybeans,0.0,0.0,Non-Animal Products,66.88,883.88,817.0,66.88,500-1000
Ecuador,Nuts inc. Peanut Butter,0.98,1.73,Non-Animal Products,66.88,883.88,817.0,66.88,500-1000
Panama,Pork,13.48,47.71,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Poultry,30.81,33.1,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Beef,20.4,629.5,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Lamb & Goat,0.01,0.35,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Fish,11.05,17.64,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Eggs,4.53,4.159999999999999,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Milk - inc. cheese,70.29,100.12,Animal Products,832.5799999999999,928.46,832.5799999999999,95.88,500-1000
Panama,Wheat and Wheat Products,38.96,7.430000000000001,Non-Animal Products,95.88,928.46,832.5799999999999,95.88,500-1000
Panama,Rice,66.42,85.0,Non-Animal Products,95.88,928.46,832.5799999999999,95.88,500-1000
Panama,Soybeans,3.53,1.59,Non-Animal Products,95.88,928.46,832.5799999999999,95.88,500-1000
Panama,Nuts inc. Peanut Butter,1.05,1.86,Non-Animal Products,95.88,928.46,832.5799999999999,95.88,500-1000
Czech Republic,Pork,41.17,145.72,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Poultry,19.09,20.51,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Beef,8.15,251.49,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Lamb & Goat,0.3399999999999999,11.91,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Fish,8.25,13.17,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Eggs,11.66,10.71,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Milk - inc. cheese,195.2,278.04,Animal Products,731.55,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Wheat and Wheat Products,92.67,17.67,Non-Animal Products,28.540000000000003,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Rice,4.79,6.13,Non-Animal Products,28.540000000000003,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Soybeans,0.8200000000000001,0.37,Non-Animal Products,28.540000000000003,760.09,731.55,28.540000000000003,500-1000
Czech Republic,Nuts inc. Peanut Butter,2.47,4.37,Non-Animal Products,28.540000000000003,760.09,731.55,28.540000000000003,500-1000
Romania,Pork,25.31,89.58,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Poultry,15.38,16.52,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Beef,4.78,147.5,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Lamb & Goat,3.41,119.42,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Fish,6.07,9.69,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Eggs,12.94,11.89,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Milk - inc. cheese,238.33,339.48,Animal Products,734.08,766.3000000000001,734.08,32.22,500-1000
Romania,Wheat and Wheat Products,134.87,25.72,Non-Animal Products,32.22,766.3000000000001,734.08,32.22,500-1000
Romania,Rice,2.59,3.31,Non-Animal Products,32.22,766.3000000000001,734.08,32.22,500-1000
Romania,Soybeans,0.01,0.0,Non-Animal Products,32.22,766.3000000000001,734.08,32.22,500-1000
Romania,Nuts inc. Peanut Butter,1.8,3.19,Non-Animal Products,32.22,766.3000000000001,734.08,32.22,500-1000
Colombia,Pork,6.51,23.04,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Poultry,27.57,29.62,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Beef,16.36,504.84,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Lamb & Goat,0.21,7.35,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Fish,6.01,9.6,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Eggs,10.78,9.9,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Milk - inc. cheese,108.47,154.5,Animal Products,738.8499999999999,781.53,738.8499999999999,42.68,500-1000
Colombia,Wheat and Wheat Products,29.79,5.68,Non-Animal Products,42.68,781.53,738.8499999999999,42.68,500-1000
Colombia,Rice,28.02,35.86,Non-Animal Products,42.68,781.53,738.8499999999999,42.68,500-1000
Colombia,Soybeans,0.89,0.4,Non-Animal Products,42.68,781.53,738.8499999999999,42.68,500-1000
Colombia,Nuts inc. Peanut Butter,0.42,0.74,Non-Animal Products,42.68,781.53,738.8499999999999,42.68,500-1000
Maldives,Pork,1.22,4.319999999999999,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Poultry,18.47,19.84,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Beef,9.44,291.3,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Lamb & Goat,0.7,24.51,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Fish,179.70999999999998,286.94,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Eggs,10.79,9.91,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Milk - inc. cheese,111.47,158.78,Animal Products,795.6,903.46,795.6,107.86,500-1000
Maldives,Wheat and Wheat Products,77.77,14.83,Non-Animal Products,107.86,903.46,795.6,107.86,500-1000
Maldives,Rice,50.73,64.92,Non-Animal Products,107.86,903.46,795.6,107.86,500-1000
Maldives,Soybeans,0.2,0.09,Non-Animal Products,107.86,903.46,795.6,107.86,500-1000
Maldives,Nuts inc. Peanut Butter,15.83,28.02,Non-Animal Products,107.86,903.46,795.6,107.86,500-1000
Cyprus,Pork,38.38,135.85000000000002,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Poultry,24.45,26.26,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Beef,5.79,178.67,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Lamb & Goat,5.05,176.85000000000002,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Fish,14.86,23.73,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Eggs,8.98,8.25,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Milk - inc. cheese,113.31,161.4,Animal Products,711.01,741.37,711.01,30.36,500-1000
Cyprus,Wheat and Wheat Products,83.25,15.88,Non-Animal Products,30.36,741.37,711.01,30.36,500-1000
Cyprus,Rice,4.94,6.319999999999999,Non-Animal Products,30.36,741.37,711.01,30.36,500-1000
Cyprus,Soybeans,0.04,0.02,Non-Animal Products,30.36,741.37,711.01,30.36,500-1000
Cyprus,Nuts inc. Peanut Butter,4.6,8.139999999999999,Non-Animal Products,30.36,741.37,711.01,30.36,500-1000
Serbia,Pork,32.04,113.41,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Poultry,10.64,11.43,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Beef,7.05,217.55,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Lamb & Goat,3.56,124.67,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Fish,5.59,8.93,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Eggs,8.89,8.17,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Milk - inc. cheese,148.53,211.57,Animal Products,695.73,723.34,695.73,27.61,500-1000
Serbia,Wheat and Wheat Products,105.88,20.19,Non-Animal Products,27.61,723.34,695.73,27.61,500-1000
Serbia,Rice,1.22,1.56,Non-Animal Products,27.61,723.34,695.73,27.61,500-1000
Serbia,Soybeans,0.0,0.0,Non-Animal Products,27.61,723.34,695.73,27.61,500-1000
Serbia,Nuts inc. Peanut Butter,3.31,5.859999999999999,Non-Animal Products,27.61,723.34,695.73,27.61,500-1000
United Arab Emirates,Pork,0.0,0.0,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Poultry,41.04,44.09,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Beef,5.64,174.04,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Lamb & Goat,9.08,317.98,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Fish,20.41,32.59,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Eggs,8.229999999999999,7.56,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Milk - inc. cheese,132.66,188.96,Animal Products,765.22,897.32,765.22,132.1,500-1000
United Arab Emirates,Wheat and Wheat Products,101.29,19.32,Non-Animal Products,132.1,897.32,765.22,132.1,500-1000
United Arab Emirates,Rice,56.25,71.98,Non-Animal Products,132.1,897.32,765.22,132.1,500-1000
United Arab Emirates,Soybeans,0.08,0.04,Non-Animal Products,132.1,897.32,765.22,132.1,500-1000
United Arab Emirates,Nuts inc. Peanut Butter,23.03,40.760000000000005,Non-Animal Products,132.1,897.32,765.22,132.1,500-1000
Algeria,Pork,0.0,0.0,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Poultry,7.42,7.970000000000001,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Beef,5.6,172.8,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Lamb & Goat,7.689999999999999,269.3,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Fish,3.74,5.970000000000001,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Eggs,8.06,7.4,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Milk - inc. cheese,141.53,201.6,Animal Products,665.04,707.88,665.04,42.84,500-1000
Algeria,Wheat and Wheat Products,185.42,35.36,Non-Animal Products,42.84,707.88,665.04,42.84,500-1000
Algeria,Rice,2.97,3.8,Non-Animal Products,42.84,707.88,665.04,42.84,500-1000
Algeria,Soybeans,0.0,0.0,Non-Animal Products,42.84,707.88,665.04,42.84,500-1000
Algeria,Nuts inc. Peanut Butter,2.08,3.68,Non-Animal Products,42.84,707.88,665.04,42.84,500-1000
Ukraine,Pork,20.56,72.77,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Poultry,24.23,26.03,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Beef,8.96,276.48999999999995,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Lamb & Goat,0.41,14.36,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Fish,15.23,24.32,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Eggs,18.01,16.54,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Milk - inc. cheese,145.03,206.58,Animal Products,637.0899999999999,665.73,637.0899999999999,28.64,500-1000
Ukraine,Wheat and Wheat Products,105.15,20.05,Non-Animal Products,28.64,665.73,637.0899999999999,28.64,500-1000
Ukraine,Rice,3.0,3.84,Non-Animal Products,28.64,665.73,637.0899999999999,28.64,500-1000
Ukraine,Soybeans,0.02,0.01,Non-Animal Products,28.64,665.73,637.0899999999999,28.64,500-1000
Ukraine,Nuts inc. Peanut Butter,2.68,4.74,Non-Animal Products,28.64,665.73,637.0899999999999,28.64,500-1000
Pakistan,Pork,0.0,0.0,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Poultry,5.01,5.38,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Beef,8.82,272.17,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Lamb & Goat,2.46,86.14999999999999,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Fish,1.87,2.99,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Eggs,2.95,2.71,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Milk - inc. cheese,183.13,260.85,Animal Products,630.25,669.07,630.25,38.82,500-1000
Pakistan,Wheat and Wheat Products,113.63,21.67,Non-Animal Products,38.82,669.07,630.25,38.82,500-1000
Pakistan,Rice,12.25,15.68,Non-Animal Products,38.82,669.07,630.25,38.82,500-1000
Pakistan,Soybeans,0.0,0.0,Non-Animal Products,38.82,669.07,630.25,38.82,500-1000
Pakistan,Nuts inc. Peanut Butter,0.8300000000000001,1.47,Non-Animal Products,38.82,669.07,630.25,38.82,500-1000
Swaziland,Pork,2.43,8.6,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Poultry,6.18,6.64,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Beef,15.1,465.95,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Lamb & Goat,1.94,67.94000000000001,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Fish,1.26,2.01,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Eggs,1.5,1.38,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Milk - inc. cheese,56.6,80.61999999999999,Animal Products,633.14,678.94,633.14,45.8,500-1000
Swaziland,Wheat and Wheat Products,37.15,7.08,Non-Animal Products,45.8,678.94,633.14,45.8,500-1000
Swaziland,Rice,21.15,27.07,Non-Animal Products,45.8,678.94,633.14,45.8,500-1000
Swaziland,Soybeans,0.55,0.25,Non-Animal Products,45.8,678.94,633.14,45.8,500-1000
Swaziland,Nuts inc. Peanut Butter,6.44,11.4,Non-Animal Products,45.8,678.94,633.14,45.8,500-1000
Latvia,Pork,34.96,123.74,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Poultry,20.53,22.05,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Beef,5.109999999999999,157.68,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Lamb & Goat,0.3399999999999999,11.91,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Fish,21.3,34.01,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Eggs,14.03,12.89,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Milk - inc. cheese,174.11,248.0,Animal Products,610.28,633.58,610.28,23.3,500-1000
Latvia,Wheat and Wheat Products,72.13,13.76,Non-Animal Products,23.3,633.58,610.28,23.3,500-1000
Latvia,Rice,2.21,2.83,Non-Animal Products,23.3,633.58,610.28,23.3,500-1000
Latvia,Soybeans,0.04,0.02,Non-Animal Products,23.3,633.58,610.28,23.3,500-1000
Latvia,Nuts inc. Peanut Butter,3.78,6.69,Non-Animal Products,23.3,633.58,610.28,23.3,500-1000
Bosnia and Herzegovina,Pork,9.38,33.2,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Poultry,13.17,14.15,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Beef,9.12,281.42,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Lamb & Goat,0.47,16.459999999999997,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Fish,4.06,6.48,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Eggs,4.49,4.119999999999999,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Milk - inc. cheese,174.03,247.89,Animal Products,603.72,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Wheat and Wheat Products,93.56,17.84,Non-Animal Products,24.46,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Rice,1.88,2.41,Non-Animal Products,24.46,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Soybeans,1.48,0.6699999999999999,Non-Animal Products,24.46,628.1800000000001,603.72,24.46,500-1000
Bosnia and Herzegovina,Nuts inc. Peanut Butter,2.0,3.54,Non-Animal Products,24.46,628.1800000000001,603.72,24.46,500-1000
Fiji,Pork,4.31,15.26,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Poultry,20.26,21.76,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Beef,8.96,276.48999999999995,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Lamb & Goat,5.9,206.62,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Fish,35.01,55.9,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Eggs,6.44,5.92,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Milk - inc. cheese,40.2,57.260000000000005,Animal Products,639.2099999999999,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Wheat and Wheat Products,84.22,16.06,Non-Animal Products,76.88000000000001,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Rice,45.620000000000005,58.38,Non-Animal Products,76.88000000000001,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Soybeans,0.3,0.14,Non-Animal Products,76.88000000000001,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
Fiji,Nuts inc. Peanut Butter,1.3,2.3,Non-Animal Products,76.88000000000001,716.0899999999999,639.2099999999999,76.88000000000001,500-1000
South Korea,Pork,32.760000000000005,115.95,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Poultry,16.0,17.19,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Beef,14.53,448.37,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Lamb & Goat,0.14,4.9,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Fish,33.09,52.83,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Eggs,11.239999999999998,10.33,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Milk - inc. cheese,29.05,41.38,Animal Products,690.95,822.05,690.95,131.1,500-1000
South Korea,Wheat and Wheat Products,50.84,9.7,Non-Animal Products,131.1,822.05,690.95,131.1,500-1000
South Korea,Rice,85.17999999999999,109.0,Non-Animal Products,131.1,822.05,690.95,131.1,500-1000
South Korea,Soybeans,8.350000000000001,3.76,Non-Animal Products,131.1,822.05,690.95,131.1,500-1000
South Korea,Nuts inc. Peanut Butter,4.88,8.639999999999999,Non-Animal Products,131.1,822.05,690.95,131.1,500-1000
Poland,Pork,46.190000000000005,163.49,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Poultry,27.41,29.44,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Beef,2.32,71.59,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Lamb & Goat,0.02,0.7,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Fish,10.49,16.75,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Eggs,7.53,6.92,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Milk - inc. cheese,205.39,292.56,Animal Products,581.45,607.4,581.45,25.95,500-1000
Poland,Wheat and Wheat Products,108.83,20.75,Non-Animal Products,25.95,607.4,581.45,25.95,500-1000
Poland,Rice,0.95,1.22,Non-Animal Products,25.95,607.4,581.45,25.95,500-1000
Poland,Soybeans,0.06,0.03,Non-Animal Products,25.95,607.4,581.45,25.95,500-1000
Poland,Nuts inc. Peanut Butter,2.23,3.95,Non-Animal Products,25.95,607.4,581.45,25.95,500-1000
Saudi Arabia,Pork,0.0,0.0,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Poultry,49.05,52.690000000000005,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Beef,6.45,199.03,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Lamb & Goat,6.54,229.03,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Fish,11.99,19.14,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Eggs,5.37,4.930000000000001,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Milk - inc. cheese,83.64999999999999,119.15,Animal Products,623.97,692.86,623.97,68.89,500-1000
Saudi Arabia,Wheat and Wheat Products,89.47,17.06,Non-Animal Products,68.89,692.86,623.97,68.89,500-1000
Saudi Arabia,Rice,36.02,46.09,Non-Animal Products,68.89,692.86,623.97,68.89,500-1000
