country,food_category,consumption,co2_emission,category,co2_emission_category,co2_emission_all,co2_emission_animal,co2_emission_non_animals,co2_emission_range
Belize,Wheat and Wheat Products,54.06,10.31,Non-Animal Products,57.41,433.08,375.67,57.41,0-500
Belize,Rice,28.42,36.37,Non-Animal Products,57.41,433.08,375.67,57.41,0-500
Belize,Soybeans,1.88,0.8500000000000001,Non-Animal Products,57.41,433.08,375.67,57.41,0-500
Belize,Nuts inc. Peanut Butter,5.58,9.88,Non-Animal Products,57.41,433.08,375.67,57.41,0-500
Malaysia,Pork,7.76,27.47,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Poultry,41.01,44.05,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Beef,6.52,201.19,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Lamb & Goat,0.94,32.92,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Fish,49.43,78.92,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Eggs,16.57,15.22,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Milk - inc. cheese,25.28,36.01,Animal Products,435.78,554.64,435.78,118.86,500-1000
Malaysia,Wheat and Wheat Products,51.04,9.73,Non-Animal Products,118.86,554.64,435.78,118.86,500-1000
Malaysia,Rice,81.25,103.98,Non-Animal Products,118.86,554.64,435.78,118.86,500-1000
Malaysia,Soybeans,0.04,0.02,Non-Animal Products,118.86,554.64,435.78,118.86,500-1000
Malaysia,Nuts inc. Peanut Butter,2.9,5.13,Non-Animal Products,118.86,554.64,435.78,118.86,500-1000
Zimbabwe,Pork,2.65,9.38,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Poultry,4.970000000000001,5.34,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Beef,7.37,227.42,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Lamb & Goat,0.96,33.620000000000005,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Fish,2.8,4.470000000000001,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Eggs,1.75,1.61,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Milk - inc. cheese,31.9,45.44,Animal Products,327.28,350.33,327.28,23.05,0-500
Zimbabwe,Wheat and Wheat Products,31.31,5.970000000000001,Non-Animal Products,23.05,350.33,327.28,23.05,0-500
Zimbabwe,Rice,10.09,12.91,Non-Animal Products,23.05,350.33,327.28,23.05,0-500
Zimbabwe,Soybeans,0.54,0.24,Non-Animal Products,23.05,350.33,327.28,23.05,0-500
Zimbabwe,Nuts inc. Peanut Butter,2.22,3.93,Non-Animal Products,23.05,350.33,327.28,23.05,0-500
Guatemala,Pork,4.85,17.17,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Poultry,16.45,17.67,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Beef,5.6,172.8,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Lamb & Goat,0.23,8.05,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Fish,1.08,1.72,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Eggs,14.61,13.42,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Milk - inc. cheese,46.6,66.38,Animal Products,297.21000000000004,314.98,297.21000000000004,17.77,0-500
Guatemala,Wheat and Wheat Products,35.9,6.85,Non-Animal Products,17.77,314.98,297.21000000000004,17.77,0-500
Guatemala,Rice,5.659999999999999,7.24,Non-Animal Products,17.77,314.98,297.21000000000004,17.77,0-500
Guatemala,Soybeans,0.32,0.14,Non-Animal Products,17.77,314.98,297.21000000000004,17.77,0-500
Guatemala,Nuts inc. Peanut Butter,2.0,3.54,Non-Animal Products,17.77,314.98,297.21000000000004,17.77,0-500
Uganda,Pork,3.37,11.93,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Poultry,1.51,1.62,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Beef,5.15,158.92000000000002,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Lamb & Goat,1.25,43.77,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Fish,12.5,19.96,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Eggs,0.97,0.89,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Milk - inc. cheese,37.27,53.09,Animal Products,290.18000000000006,304.72,290.18000000000006,14.54,0-500
Uganda,Wheat and Wheat Products,10.14,1.93,Non-Animal Products,14.54,304.72,290.18000000000006,14.54,0-500
Uganda,Rice,4.64,5.94,Non-Animal Products,14.54,304.72,290.18000000000006,14.54,0-500
Uganda,Soybeans,0.01,0.0,Non-Animal Products,14.54,304.72,290.18000000000006,14.54,0-500
Uganda,Nuts inc. Peanut Butter,3.77,6.67,Non-Animal Products,14.54,304.72,290.18000000000006,14.54,0-500
Nepal,Pork,0.6699999999999999,2.37,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Poultry,1.56,1.6800000000000002,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Beef,7.89,243.47,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Lamb & Goat,2.1,73.54,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Fish,2.17,3.46,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Eggs,1.42,1.3,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Milk - inc. cheese,52.1,74.21000000000001,Animal Products,400.03,526.22,400.03,126.19,500-1000
Nepal,Wheat and Wheat Products,50.46,9.62,Non-Animal Products,126.19,526.22,400.03,126.19,500-1000
Nepal,Rice,87.75,112.29,Non-Animal Products,126.19,526.22,400.03,126.19,500-1000
Nepal,Soybeans,0.01,0.0,Non-Animal Products,126.19,526.22,400.03,126.19,500-1000
Nepal,Nuts inc. Peanut Butter,2.42,4.28,Non-Animal Products,126.19,526.22,400.03,126.19,500-1000
Iran,Pork,0.0,0.0,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Poultry,25.38,27.26,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Beef,3.58,110.47,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Lamb & Goat,3.69,129.22,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Fish,9.8,15.65,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Eggs,7.7,7.07,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Milk - inc. cheese,46.690000000000005,66.51,Animal Products,356.18,445.27,356.18,89.08999999999999,0-500
Iran,Wheat and Wheat Products,153.31,29.24,Non-Animal Products,89.08999999999999,445.27,356.18,89.08999999999999,0-500
Iran,Rice,29.95,38.33,Non-Animal Products,89.08999999999999,445.27,356.18,89.08999999999999,0-500
Iran,Soybeans,0.0,0.0,Non-Animal Products,89.08999999999999,445.27,356.18,89.08999999999999,0-500
Iran,Nuts inc. Peanut Butter,12.16,21.52,Non-Animal Products,89.08999999999999,445.27,356.18,89.08999999999999,0-500
Tanzania,Pork,0.32,1.13,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Poultry,1.84,1.98,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Beef,6.09,187.92,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Lamb & Goat,1.28,44.83,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Fish,5.5,8.78,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Eggs,0.58,0.53,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Milk - inc. cheese,40.290000000000006,57.39,Animal Products,302.56,343.02,302.56,40.46,0-500
Tanzania,Wheat and Wheat Products,15.94,3.04,Non-Animal Products,40.46,343.02,302.56,40.46,0-500
Tanzania,Rice,21.01,26.89,Non-Animal Products,40.46,343.02,302.56,40.46,0-500
Tanzania,Soybeans,0.04,0.02,Non-Animal Products,40.46,343.02,302.56,40.46,0-500
Tanzania,Nuts inc. Peanut Butter,5.94,10.51,Non-Animal Products,40.46,343.02,302.56,40.46,0-500
Senegal,Pork,0.94,3.33,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Poultry,4.619999999999999,4.96,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Beef,5.85,180.52,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Lamb & Goat,3.19,111.71,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Fish,22.94,36.63,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Eggs,1.63,1.5,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Milk - inc. cheese,16.86,24.02,Animal Products,362.67,469.43,362.67,106.76,0-500
Senegal,Wheat and Wheat Products,37.32,7.119999999999999,Non-Animal Products,106.76,469.43,362.67,106.76,0-500
Senegal,Rice,72.29,92.51,Non-Animal Products,106.76,469.43,362.67,106.76,0-500
Senegal,Soybeans,0.0,0.0,Non-Animal Products,106.76,469.43,362.67,106.76,0-500
Senegal,Nuts inc. Peanut Butter,4.03,7.13,Non-Animal Products,106.76,469.43,362.67,106.76,0-500
Peru,Pork,3.85,13.63,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Poultry,11.72,12.59,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Beef,4.69,144.72,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Lamb & Goat,1.0,35.02,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Fish,15.739999999999998,25.130000000000003,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Eggs,8.76,8.05,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Milk - inc. cheese,62.15,88.53,Animal Products,327.67,402.84,327.67,75.17,0-500
Peru,Wheat and Wheat Products,56.120000000000005,10.7,Non-Animal Products,75.17,402.84,327.67,75.17,0-500
Peru,Rice,48.92,62.6,Non-Animal Products,75.17,402.84,327.67,75.17,0-500
Peru,Soybeans,1.59,0.72,Non-Animal Products,75.17,402.84,327.67,75.17,0-500
Peru,Nuts inc. Peanut Butter,0.65,1.15,Non-Animal Products,75.17,402.84,327.67,75.17,0-500
Nicaragua,Pork,3.38,11.96,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Poultry,21.31,22.89,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Beef,4.73,145.96,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Lamb & Goat,0.01,0.35,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Fish,3.59,5.73,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Eggs,4.9,4.5,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Milk - inc. cheese,85.16,121.3,Animal Products,312.69,377.69,312.69,65.0,0-500
Nicaragua,Wheat and Wheat Products,28.17,5.37,Non-Animal Products,65.0,377.69,312.69,65.0,0-500
Nicaragua,Rice,43.33,55.45,Non-Animal Products,65.0,377.69,312.69,65.0,0-500
Nicaragua,Soybeans,0.01,0.0,Non-Animal Products,65.0,377.69,312.69,65.0,0-500
Nicaragua,Nuts inc. Peanut Butter,2.36,4.18,Non-Animal Products,65.0,377.69,312.69,65.0,0-500
Vietnam,Pork,35.0,123.88,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Poultry,12.36,13.28,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Beef,7.44,229.58,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Lamb & Goat,0.14,4.9,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Fish,26.52,42.34,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Eggs,3.84,3.53,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Milk - inc. cheese,16.36,23.3,Animal Products,440.81,641.51,440.81,200.7,500-1000
Vietnam,Wheat and Wheat Products,10.49,2.0,Non-Animal Products,200.7,641.51,440.81,200.7,500-1000
Vietnam,Rice,144.56,184.99,Non-Animal Products,200.7,641.51,440.81,200.7,500-1000
Vietnam,Soybeans,5.75,2.59,Non-Animal Products,200.7,641.51,440.81,200.7,500-1000
Vietnam,Nuts inc. Peanut Butter,6.28,11.12,Non-Animal Products,200.7,641.51,440.81,200.7,500-1000
Ethiopia,Pork,0.02,0.07,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Poultry,0.6599999999999999,0.71,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Beef,3.61,111.4,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Lamb & Goat,1.57,54.98,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Fish,0.24,0.38,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Eggs,0.36,0.3299999999999999,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Milk - inc. cheese,44.14,62.87,Animal Products,230.74,241.92,230.74,11.18,0-500
Ethiopia,Wheat and Wheat Products,31.26,5.96,Non-Animal Products,11.18,241.92,230.74,11.18,0-500
Ethiopia,Rice,2.25,2.88,Non-Animal Products,11.18,241.92,230.74,11.18,0-500
Ethiopia,Soybeans,0.45,0.2,Non-Animal Products,11.18,241.92,230.74,11.18,0-500
Ethiopia,Nuts inc. Peanut Butter,1.21,2.14,Non-Animal Products,11.18,241.92,230.74,11.18,0-500
Myanmar,Pork,11.31,40.03,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Poultry,21.87,23.49,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Beef,4.94,152.44,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Lamb & Goat,0.89,31.17,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Fish,54.260000000000005,86.64,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Eggs,6.45,5.92,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Milk - inc. cheese,31.48,44.84,Animal Products,384.53,563.8,384.53,179.26999999999998,500-1000
Myanmar,Wheat and Wheat Products,6.22,1.1900000000000002,Non-Animal Products,179.26999999999998,563.8,384.53,179.26999999999998,500-1000
Myanmar,Rice,132.8,169.94,Non-Animal Products,179.26999999999998,563.8,384.53,179.26999999999998,500-1000
Myanmar,Soybeans,0.38,0.17,Non-Animal Products,179.26999999999998,563.8,384.53,179.26999999999998,500-1000
Myanmar,Nuts inc. Peanut Butter,4.5,7.970000000000001,Non-Animal Products,179.26999999999998,563.8,384.53,179.26999999999998,500-1000
Congo,Pork,2.39,8.46,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Poultry,13.02,13.99,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Beef,4.35,134.23,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Lamb & Goat,0.4,14.01,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Fish,26.22,41.86,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Eggs,0.6,0.55,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Milk - inc. cheese,10.69,15.23,Animal Products,228.33,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Wheat and Wheat Products,40.07,7.64,Non-Animal Products,34.220000000000006,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Rice,16.51,21.130000000000003,Non-Animal Products,34.220000000000006,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Soybeans,0.0,0.0,Non-Animal Products,34.220000000000006,262.54999999999995,228.33,34.220000000000006,0-500
Congo,Nuts inc. Peanut Butter,3.08,5.45,Non-Animal Products,34.220000000000006,262.54999999999995,228.33,34.220000000000006,0-500
Zambia,Pork,1.66,5.88,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Poultry,3.29,3.53,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Beef,4.76,146.88000000000002,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Lamb & Goat,0.6799999999999999,23.81,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Fish,6.2,9.9,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Eggs,3.32,3.05,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Milk - inc. cheese,9.71,13.83,Animal Products,206.88,225.3,206.88,18.42,0-500
Zambia,Wheat and Wheat Products,12.1,2.31,Non-Animal Products,18.42,225.3,206.88,18.42,0-500
Zambia,Rice,3.05,3.9,Non-Animal Products,18.42,225.3,206.88,18.42,0-500
Zambia,Soybeans,7.3,3.29,Non-Animal Products,18.42,225.3,206.88,18.42,0-500
Zambia,Nuts inc. Peanut Butter,5.04,8.92,Non-Animal Products,18.42,225.3,206.88,18.42,0-500
Cameroon,Pork,1.47,5.2,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Poultry,3.29,3.53,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Beef,4.17,128.68,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Lamb & Goat,1.4,49.03,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Fish,14.71,23.49,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Eggs,0.4,0.37,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Milk - inc. cheese,15.27,21.75,Animal Products,232.05,283.61,232.05,51.56,0-500
Cameroon,Wheat and Wheat Products,22.6,4.31,Non-Animal Products,51.56,283.61,232.05,51.56,0-500
Cameroon,Rice,23.85,30.52,Non-Animal Products,51.56,283.61,232.05,51.56,0-500
Cameroon,Soybeans,0.64,0.29,Non-Animal Products,51.56,283.61,232.05,51.56,0-500
Cameroon,Nuts inc. Peanut Butter,9.29,16.439999999999998,Non-Animal Products,51.56,283.61,232.05,51.56,0-500
Madagascar,Pork,2.56,9.06,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Poultry,3.14,3.37,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Beef,7.51,231.74,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Lamb & Goat,0.5700000000000001,19.96,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Fish,4.41,7.04,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Eggs,0.71,0.65,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Milk - inc. cheese,24.84,35.379999999999995,Animal Products,307.2,440.75,307.2,133.54999999999998,0-500
Madagascar,Wheat and Wheat Products,9.01,1.72,Non-Animal Products,133.54999999999998,440.75,307.2,133.54999999999998,0-500
Madagascar,Rice,102.53,131.20999999999998,Non-Animal Products,133.54999999999998,440.75,307.2,133.54999999999998,0-500
Madagascar,Soybeans,0.0,0.0,Non-Animal Products,133.54999999999998,440.75,307.2,133.54999999999998,0-500
Madagascar,Nuts inc. Peanut Butter,0.35,0.62,Non-Animal Products,133.54999999999998,440.75,307.2,133.54999999999998,0-500
Malawi,Pork,5.45,19.29,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Poultry,1.38,1.48,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Beef,2.35,72.52,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Lamb & Goat,2.07,72.49000000000001,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Fish,7.33,11.7,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Eggs,1.08,0.99,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Milk - inc. cheese,7.98,11.37,Animal Products,189.84,207.94,189.84,18.1,0-500
Malawi,Wheat and Wheat Products,11.77,2.24,Non-Animal Products,18.1,207.94,189.84,18.1,0-500
Malawi,Rice,4.75,6.08,Non-Animal Products,18.1,207.94,189.84,18.1,0-500
Malawi,Soybeans,1.76,0.7899999999999999,Non-Animal Products,18.1,207.94,189.84,18.1,0-500
Malawi,Nuts inc. Peanut Butter,5.08,8.99,Non-Animal Products,18.1,207.94,189.84,18.1,0-500
Guinea,Pork,0.16,0.5700000000000001,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Poultry,1.83,1.97,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Beef,6.26,193.17,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Lamb & Goat,1.6,56.03,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Fish,9.18,14.66,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Eggs,1.95,1.79,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Milk - inc. cheese,20.62,29.37,Animal Products,297.56,432.71,297.56,135.15,0-500
Guinea,Wheat and Wheat Products,18.55,3.54,Non-Animal Products,135.15,432.71,297.56,135.15,0-500
Guinea,Rice,97.12,124.28,Non-Animal Products,135.15,432.71,297.56,135.15,0-500
Guinea,Soybeans,0.0,0.0,Non-Animal Products,135.15,432.71,297.56,135.15,0-500
Guinea,Nuts inc. Peanut Butter,4.14,7.33,Non-Animal Products,135.15,432.71,297.56,135.15,0-500
Nigeria,Pork,1.47,5.2,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Poultry,1.73,1.86,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Beef,2.33,71.9,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Lamb & Goat,2.72,95.25,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Fish,16.03,25.59,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Eggs,3.46,3.18,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Milk - inc. cheese,7.91,11.27,Animal Products,214.25,267.79,214.25,53.54,0-500
Nigeria,Wheat and Wheat Products,20.82,3.97,Non-Animal Products,53.54,267.79,214.25,53.54,0-500
Nigeria,Rice,28.23,36.13,Non-Animal Products,53.54,267.79,214.25,53.54,0-500
Nigeria,Soybeans,2.6,1.1700000000000002,Non-Animal Products,53.54,267.79,214.25,53.54,0-500
Nigeria,Nuts inc. Peanut Butter,6.930000000000001,12.27,Non-Animal Products,53.54,267.79,214.25,53.54,0-500
Rwanda,Pork,0.76,2.69,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Poultry,1.34,1.44,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Beef,2.53,78.07,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Lamb & Goat,1.93,67.59,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Fish,3.88,6.2,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Eggs,0.16,0.15,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Milk - inc. cheese,7.23,10.3,Animal Products,166.44,181.63,166.44,15.19,0-500
Rwanda,Wheat and Wheat Products,11.34,2.16,Non-Animal Products,15.19,181.63,166.44,15.19,0-500
Rwanda,Rice,8.7,11.13,Non-Animal Products,15.19,181.63,166.44,15.19,0-500
Rwanda,Soybeans,1.93,0.8700000000000001,Non-Animal Products,15.19,181.63,166.44,15.19,0-500
Rwanda,Nuts inc. Peanut Butter,0.58,1.03,Non-Animal Products,15.19,181.63,166.44,15.19,0-500
Philippines,Pork,18.4,65.13,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Poultry,11.91,12.79,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Beef,4.06,125.28,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Lamb & Goat,0.56,19.610000000000003,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Fish,28.51,45.52,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Eggs,4.02,3.69,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Milk - inc. cheese,15.66,22.31,Animal Products,294.33,455.28,294.33,160.95000000000002,0-500
Philippines,Wheat and Wheat Products,23.12,4.41,Non-Animal Products,160.95000000000002,455.28,294.33,160.95000000000002,0-500
Philippines,Rice,119.44,152.85000000000002,Non-Animal Products,160.95000000000002,455.28,294.33,160.95000000000002,0-500
Philippines,Soybeans,0.03,0.01,Non-Animal Products,160.95000000000002,455.28,294.33,160.95000000000002,0-500
Philippines,Nuts inc. Peanut Butter,2.08,3.68,Non-Animal Products,160.95000000000002,455.28,294.33,160.95000000000002,0-500
Ghana,Pork,1.36,4.81,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Poultry,8.629999999999999,9.27,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Beef,1.09,33.64,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Lamb & Goat,1.74,60.93,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Fish,26.05,41.59,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Eggs,1.21,1.11,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Milk - inc. cheese,9.08,12.93,Animal Products,164.28,217.87,164.28,53.59,0-500
Ghana,Wheat and Wheat Products,14.45,2.76,Non-Animal Products,53.59,217.87,164.28,53.59,0-500
Ghana,Rice,32.03,40.99,Non-Animal Products,53.59,217.87,164.28,53.59,0-500
Ghana,Soybeans,0.01,0.0,Non-Animal Products,53.59,217.87,164.28,53.59,0-500
Ghana,Nuts inc. Peanut Butter,5.56,9.84,Non-Animal Products,53.59,217.87,164.28,53.59,0-500
Togo,Pork,1.57,5.56,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Poultry,6.63,7.119999999999999,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Beef,1.53,47.21,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Lamb & Goat,1.58,55.33,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Fish,11.69,18.67,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Eggs,0.8600000000000001,0.7899999999999999,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Milk - inc. cheese,7.96,11.34,Animal Products,146.02,188.09,146.02,42.07000000000001,0-500
Togo,Wheat and Wheat Products,12.91,2.46,Non-Animal Products,42.07000000000001,188.09,146.02,42.07000000000001,0-500
Togo,Rice,25.99,33.260000000000005,Non-Animal Products,42.07000000000001,188.09,146.02,42.07000000000001,0-500
Togo,Soybeans,0.01,0.0,Non-Animal Products,42.07000000000001,188.09,146.02,42.07000000000001,0-500
Togo,Nuts inc. Peanut Butter,3.59,6.35,Non-Animal Products,42.07000000000001,188.09,146.02,42.07000000000001,0-500
Gambia,Pork,0.18,0.64,Animal Products,197.96,293.66,197.96,95.7,0-500
Gambia,Poultry,2.66,2.86,Animal Products,197.96,293.66,197.96,95.7,0-500
Gambia,Beef,2.16,66.64999999999999,Animal Products,197.96,293.66,197.96,95.7,0-500
Gambia,Lamb & Goat,0.71,24.86,Animal Products,197.96,293.66,197.96,95.7,0-500
Gambia,Fish,23.130000000000003,36.93,Animal Products,197.96,293.66,197.96,95.7,0-500
Gambia,Eggs,0.99,0.91,Animal Products,197.96,293.66,197.96,95.7,0-500
Gambia,Milk - inc. cheese,45.71,65.11,Animal Products,197.96,293.66,197.96,95.7,0-500
